wavelength, power, luminance
4.8000000000000000e+02,2.9429999999999998e-07,1.1870000000000001e+00
4.8400000000000000e+02,3.3389999999999999e-07,1.1870000000000001e+00
4.8800000000000000e+02,2.1170000000000000e-07,1.1870000000000001e+00
4.9200000000000000e+02,2.0580000000000000e-07,1.1870000000000001e+00
4.9600000000000000e+02,2.2830000000000000e-07,1.1870000000000001e+00
5.0000000000000000e+02,6.5889999999999995e-07,1.1870000000000001e+00
5.0400000000000000e+02,1.8830000000000001e-07,1.1870000000000001e+00
5.0800000000000000e+02,1.8400000000000001e-07,1.1870000000000001e+00
5.1200000000000000e+02,1.8099999999999999e-07,1.1870000000000001e+00
5.1600000000000000e+02,1.7910000000000001e-07,1.1870000000000001e+00
5.2000000000000000e+02,3.2819999999999999e-07,1.1870000000000001e+00
5.2400000000000000e+02,2.2350000000000001e-07,1.1870000000000001e+00
5.2800000000000000e+02,5.7990000000000005e-07,1.1870000000000001e+00
5.3200000000000000e+02,4.9640000000000002e-07,1.1870000000000001e+00
5.3600000000000000e+02,1.8460000000000000e-07,1.1870000000000001e+00
5.4000000000000000e+02,1.8769999999999999e-07,1.1870000000000001e+00
5.4400000000000000e+02,1.9130000000000000e-07,1.1870000000000001e+00
5.4800000000000000e+02,1.9570000000000001e-07,1.1870000000000001e+00
5.5200000000000000e+02,2.0100000000000001e-07,1.1870000000000001e+00
5.5600000000000000e+02,2.0709999999999999e-07,1.1870000000000001e+00
5.6000000000000000e+02,2.1390000000000000e-07,1.1870000000000001e+00
5.6400000000000000e+02,2.2130000000000000e-07,1.1870000000000001e+00
5.6800000000000000e+02,4.5909999999999998e-07,1.1870000000000001e+00
5.7200000000000000e+02,5.9110000000000005e-07,1.1870000000000001e+00
5.7600000000000000e+02,4.0760000000000002e-07,1.1870000000000001e+00
5.8000000000000000e+02,9.2510000000000005e-07,1.1870000000000001e+00
5.8400000000000000e+02,1.6109999999999999e-06,1.1870000000000001e+00
5.8800000000000000e+02,3.5680000000000000e-06,1.1870000000000001e+00
5.9200000000000000e+02,5.2440000000000001e-06,1.1870000000000001e+00
5.9600000000000000e+02,7.9770000000000000e-06,1.1870000000000001e+00
6.0000000000000000e+02,1.3720000000000001e-05,1.1870000000000001e+00
6.0400000000000000e+02,2.1509999999999999e-05,1.1870000000000001e+00
6.0800000000000000e+02,3.2839999999999997e-05,1.1870000000000001e+00
6.1200000000000000e+02,4.9889999999999998e-05,1.1870000000000001e+00
6.1600000000000000e+02,7.3209999999999999e-05,1.1870000000000001e+00
6.2000000000000000e+02,1.1020000000000000e-04,1.1870000000000001e+00
6.2400000000000000e+02,1.6029999999999999e-04,1.1870000000000001e+00
6.2800000000000000e+02,2.1740000000000000e-04,1.1870000000000001e+00
6.3200000000000000e+02,2.5809999999999999e-04,1.1870000000000001e+00
6.3600000000000000e+02,2.4330000000000000e-04,1.1870000000000001e+00
6.4000000000000000e+02,1.5919999999999999e-04,1.1870000000000001e+00
6.4400000000000000e+02,8.8289999999999997e-05,1.1870000000000001e+00
6.4800000000000000e+02,4.5200000000000001e-05,1.1870000000000001e+00
6.5200000000000000e+02,2.2900000000000001e-05,1.1870000000000001e+00
6.5600000000000000e+02,1.0530000000000001e-05,1.1870000000000001e+00
6.6000000000000000e+02,5.8590000000000001e-06,1.1870000000000001e+00
6.6400000000000000e+02,2.9699999999999999e-06,1.1870000000000001e+00
6.6800000000000000e+02,1.5579999999999999e-06,1.1870000000000001e+00
6.7200000000000000e+02,1.0249999999999999e-06,1.1870000000000001e+00
6.7600000000000000e+02,8.6359999999999998e-07,1.1870000000000001e+00
6.8000000000000000e+02,5.1900000000000003e-07,1.1870000000000001e+00
6.8400000000000000e+02,5.3769999999999995e-07,1.1870000000000001e+00
6.8800000000000000e+02,5.5970000000000002e-07,1.1870000000000001e+00
6.9200000000000000e+02,5.8469999999999999e-07,1.1870000000000001e+00
6.9600000000000000e+02,6.1080000000000004e-07,1.1870000000000001e+00
7.0000000000000000e+02,6.3929999999999996e-07,1.1870000000000001e+00
7.0400000000000000e+02,6.7179999999999997e-07,1.1870000000000001e+00
7.0800000000000000e+02,7.0900000000000001e-07,1.1870000000000001e+00
7.1200000000000000e+02,7.4730000000000003e-07,1.1870000000000001e+00
7.1600000000000000e+02,7.9029999999999998e-07,1.1870000000000001e+00
7.2000000000000000e+02,8.4229999999999997e-07,1.1870000000000001e+00
7.2400000000000000e+02,9.0149999999999997e-07,1.1870000000000001e+00
7.2800000000000000e+02,9.6349999999999997e-07,1.1870000000000001e+00
7.3200000000000000e+02,1.0350000000000000e-06,1.1870000000000001e+00
7.3600000000000000e+02,1.1260000000000001e-06,1.1870000000000001e+00
7.4000000000000000e+02,1.6759999999999999e-06,1.1870000000000001e+00
7.4400000000000000e+02,1.8929999999999999e-06,1.1870000000000001e+00
7.4800000000000000e+02,1.4610000000000001e-06,1.1870000000000001e+00
7.5200000000000000e+02,1.6270000000000001e-06,1.1870000000000001e+00
7.5600000000000000e+02,1.7960000000000000e-06,1.1870000000000001e+00
7.6000000000000000e+02,1.9860000000000001e-06,1.1870000000000001e+00
7.6400000000000000e+02,2.2189999999999998e-06,1.1870000000000001e+00
7.6800000000000000e+02,2.4820000000000001e-06,1.1870000000000001e+00
7.7200000000000000e+02,2.7620000000000000e-06,1.1870000000000001e+00
7.7600000000000000e+02,3.0769999999999999e-06,1.1870000000000001e+00
7.8000000000000000e+02,6.2249999999999997e-06,1.1870000000000001e+00
wavelength, power, luminance
3.8000000000000000e+02,3.8210000000000001e-07,1.1899999999999999e+00
3.8400000000000000e+02,3.4880000000000000e-07,1.1899999999999999e+00
3.8800000000000000e+02,3.1210000000000000e-07,1.1899999999999999e+00
3.9200000000000000e+02,2.8120000000000000e-07,1.1899999999999999e+00
3.9600000000000000e+02,2.7529999999999998e-07,1.1899999999999999e+00
4.0000000000000000e+02,4.0230000000000000e-07,1.1899999999999999e+00
4.0400000000000000e+02,2.1080000000000001e-07,1.1899999999999999e+00
4.0800000000000000e+02,1.9929999999999999e-07,1.1899999999999999e+00
4.1200000000000000e+02,3.0880000000000001e-07,1.1899999999999999e+00
4.1600000000000000e+02,2.3869999999999999e-07,1.1899999999999999e+00
4.2000000000000000e+02,1.8990000000000000e-07,1.1899999999999999e+00
4.2400000000000000e+02,2.1720000000000001e-07,1.1899999999999999e+00
4.2800000000000000e+02,3.4350000000000003e-07,1.1899999999999999e+00
4.3200000000000000e+02,2.0310000000000001e-07,1.1899999999999999e+00
4.3600000000000000e+02,2.0970000000000001e-07,1.1899999999999999e+00
4.4000000000000000e+02,2.1630000000000000e-07,1.1899999999999999e+00
4.4400000000000000e+02,3.9999999999999998e-07,1.1899999999999999e+00
4.4800000000000000e+02,2.5950000000000001e-07,1.1899999999999999e+00
4.5200000000000000e+02,4.1940000000000001e-07,1.1899999999999999e+00
4.5600000000000000e+02,2.3670000000000000e-07,1.1899999999999999e+00
4.6000000000000000e+02,2.3809999999999999e-07,1.1899999999999999e+00
4.6400000000000000e+02,2.3799999999999999e-07,1.1899999999999999e+00
4.6800000000000000e+02,2.3629999999999999e-07,1.1899999999999999e+00
4.7200000000000000e+02,8.3249999999999997e-07,1.1899999999999999e+00
4.7600000000000000e+02,2.2709999999999999e-07,1.1899999999999999e+00
4.8000000000000000e+02,2.2289999999999999e-07,1.1899999999999999e+00
4.8400000000000000e+02,2.1740000000000000e-07,1.1899999999999999e+00
4.8800000000000000e+02,3.4069999999999997e-07,1.1899999999999999e+00
4.9200000000000000e+02,4.1160000000000001e-07,1.1899999999999999e+00
4.9600000000000000e+02,2.1920000000000000e-07,1.1899999999999999e+00
5.0000000000000000e+02,1.9310000000000000e-07,1.1899999999999999e+00
5.0400000000000000e+02,3.1829999999999998e-07,1.1899999999999999e+00
5.0800000000000000e+02,4.6100000000000001e-07,1.1899999999999999e+00
5.1200000000000000e+02,2.4520000000000000e-07,1.1899999999999999e+00
5.1600000000000000e+02,3.2189999999999999e-07,1.1899999999999999e+00
5.2000000000000000e+02,1.8670000000000000e-07,1.1899999999999999e+00
5.2400000000000000e+02,1.7790000000000000e-07,1.1899999999999999e+00
5.2800000000000000e+02,1.7930000000000000e-07,1.1899999999999999e+00
5.3200000000000000e+02,1.8160000000000001e-07,1.1899999999999999e+00
5.3600000000000000e+02,1.8460000000000000e-07,1.1899999999999999e+00
5.4000000000000000e+02,1.8769999999999999e-07,1.1899999999999999e+00
5.4400000000000000e+02,1.9130000000000000e-07,1.1899999999999999e+00
5.4800000000000000e+02,2.6570000000000000e-07,1.1899999999999999e+00
5.5200000000000000e+02,2.9779999999999998e-07,1.1899999999999999e+00
5.5600000000000000e+02,2.0709999999999999e-07,1.1899999999999999e+00
5.6000000000000000e+02,2.1500000000000001e-07,1.1899999999999999e+00
5.6400000000000000e+02,4.0509999999999999e-07,1.1899999999999999e+00
5.6800000000000000e+02,2.2900000000000000e-07,1.1899999999999999e+00
5.7200000000000000e+02,2.3670000000000000e-07,1.1899999999999999e+00
5.7600000000000000e+02,8.9739999999999998e-07,1.1899999999999999e+00
5.8000000000000000e+02,1.2610000000000001e-06,1.1899999999999999e+00
5.8400000000000000e+02,1.8589999999999999e-06,1.1899999999999999e+00
5.8800000000000000e+02,2.8679999999999999e-06,1.1899999999999999e+00
5.9200000000000000e+02,5.3859999999999998e-06,1.1899999999999999e+00
5.9600000000000000e+02,8.6489999999999997e-06,1.1899999999999999e+00
6.0000000000000000e+02,1.2880000000000000e-05,1.1899999999999999e+00
6.0400000000000000e+02,2.1569999999999998e-05,1.1899999999999999e+00
6.0800000000000000e+02,3.3030000000000001e-05,1.1899999999999999e+00
6.1200000000000000e+02,4.9350000000000000e-05,1.1899999999999999e+00
6.1600000000000000e+02,7.3919999999999997e-05,1.1899999999999999e+00
6.2000000000000000e+02,1.0890000000000000e-04,1.1899999999999999e+00
6.2400000000000000e+02,1.6009999999999999e-04,1.1899999999999999e+00
6.2800000000000000e+02,2.1650000000000000e-04,1.1899999999999999e+00
6.3200000000000000e+02,2.5789999999999998e-04,1.1899999999999999e+00
6.3600000000000000e+02,2.4590000000000001e-04,1.1899999999999999e+00
6.4000000000000000e+02,1.6390000000000000e-04,1.1899999999999999e+00
6.4400000000000000e+02,9.0909999999999995e-05,1.1899999999999999e+00
6.4800000000000000e+02,4.6610000000000003e-05,1.1899999999999999e+00
6.5200000000000000e+02,2.3540000000000002e-05,1.1899999999999999e+00
6.5600000000000000e+02,1.0859999999999999e-05,1.1899999999999999e+00
6.6000000000000000e+02,5.2710000000000000e-06,1.1899999999999999e+00
6.6400000000000000e+02,3.6830000000000001e-06,1.1899999999999999e+00
6.6800000000000000e+02,2.9280000000000002e-06,1.1899999999999999e+00
6.7200000000000000e+02,1.0890000000000001e-06,1.1899999999999999e+00
6.7600000000000000e+02,7.8360000000000000e-07,1.1899999999999999e+00
6.8000000000000000e+02,1.0630000000000000e-06,1.1899999999999999e+00
6.8400000000000000e+02,5.3769999999999995e-07,1.1899999999999999e+00
6.8800000000000000e+02,5.5970000000000002e-07,1.1899999999999999e+00
6.9200000000000000e+02,5.8469999999999999e-07,1.1899999999999999e+00
6.9600000000000000e+02,6.1080000000000004e-07,1.1899999999999999e+00
7.0000000000000000e+02,6.3929999999999996e-07,1.1899999999999999e+00
7.0400000000000000e+02,7.2089999999999995e-07,1.1899999999999999e+00
7.0800000000000000e+02,1.2219999999999999e-06,1.1899999999999999e+00
7.1200000000000000e+02,7.4730000000000003e-07,1.1899999999999999e+00
7.1600000000000000e+02,7.9029999999999998e-07,1.1899999999999999e+00
7.2000000000000000e+02,8.4229999999999997e-07,1.1899999999999999e+00
7.2400000000000000e+02,9.0149999999999997e-07,1.1899999999999999e+00
7.2800000000000000e+02,9.6349999999999997e-07,1.1899999999999999e+00
7.3200000000000000e+02,1.0350000000000000e-06,1.1899999999999999e+00
7.3600000000000000e+02,1.1260000000000001e-06,1.1899999999999999e+00
7.4000000000000000e+02,1.2260000000000000e-06,1.1899999999999999e+00
7.4400000000000000e+02,1.3349999999999999e-06,1.1899999999999999e+00
7.4800000000000000e+02,3.7529999999999999e-06,1.1899999999999999e+00
7.5200000000000000e+02,2.0010000000000000e-06,1.1899999999999999e+00
7.5600000000000000e+02,2.7879999999999998e-06,1.1899999999999999e+00
7.6000000000000000e+02,1.9860000000000001e-06,1.1899999999999999e+00
7.6400000000000000e+02,2.2189999999999998e-06,1.1899999999999999e+00
7.6800000000000000e+02,2.4820000000000001e-06,1.1899999999999999e+00
7.7200000000000000e+02,2.7620000000000000e-06,1.1899999999999999e+00
7.7600000000000000e+02,3.0769999999999999e-06,1.1899999999999999e+00
7.8000000000000000e+02,8.9420000000000001e-06,1.1899999999999999e+00
wavelength, power, luminance
3.8000000000000000e+02,5.7100000000000002e-07,1.2070000000000001e+00
3.8400000000000000e+02,6.9749999999999999e-07,1.2070000000000001e+00
3.8800000000000000e+02,3.9410000000000002e-07,1.2070000000000001e+00
3.9200000000000000e+02,2.8120000000000000e-07,1.2070000000000001e+00
3.9600000000000000e+02,2.4870000000000000e-07,1.2070000000000001e+00
4.0000000000000000e+02,2.2760000000000000e-07,1.2070000000000001e+00
4.0400000000000000e+02,2.8620000000000001e-07,1.2070000000000001e+00
4.0800000000000000e+02,3.0209999999999999e-07,1.2070000000000001e+00
4.1200000000000000e+02,1.9160000000000000e-07,1.2070000000000001e+00
4.1600000000000000e+02,1.8930000000000001e-07,1.2070000000000001e+00
4.2000000000000000e+02,1.8990000000000000e-07,1.2070000000000001e+00
4.2400000000000000e+02,2.1720000000000001e-07,1.2070000000000001e+00
4.2800000000000000e+02,3.9449999999999999e-07,1.2070000000000001e+00
4.3200000000000000e+02,3.2690000000000000e-07,1.2070000000000001e+00
4.3600000000000000e+02,2.0970000000000001e-07,1.2070000000000001e+00
4.4000000000000000e+02,2.1630000000000000e-07,1.2070000000000001e+00
4.4400000000000000e+02,2.2329999999999999e-07,1.2070000000000001e+00
4.4800000000000000e+02,2.5660000000000001e-07,1.2070000000000001e+00
4.5200000000000000e+02,6.0600000000000000e-07,1.2070000000000001e+00
4.5600000000000000e+02,3.1609999999999998e-07,1.2070000000000001e+00
4.6000000000000000e+02,3.6329999999999998e-07,1.2070000000000001e+00
4.6400000000000000e+02,2.3799999999999999e-07,1.2070000000000001e+00
4.6800000000000000e+02,2.3629999999999999e-07,1.2070000000000001e+00
4.7200000000000000e+02,4.3270000000000000e-07,1.2070000000000001e+00
4.7600000000000000e+02,2.2709999999999999e-07,1.2070000000000001e+00
4.8000000000000000e+02,2.2289999999999999e-07,1.2070000000000001e+00
4.8400000000000000e+02,2.1740000000000000e-07,1.2070000000000001e+00
4.8800000000000000e+02,2.1170000000000000e-07,1.2070000000000001e+00
4.9200000000000000e+02,2.0580000000000000e-07,1.2070000000000001e+00
4.9600000000000000e+02,1.9950000000000001e-07,1.2070000000000001e+00
5.0000000000000000e+02,2.3110000000000000e-07,1.2070000000000001e+00
5.0400000000000000e+02,4.4159999999999998e-07,1.2070000000000001e+00
5.0800000000000000e+02,6.4320000000000004e-07,1.2070000000000001e+00
5.1200000000000000e+02,3.7340000000000000e-07,1.2070000000000001e+00
5.1600000000000000e+02,1.7910000000000001e-07,1.2070000000000001e+00
5.2000000000000000e+02,1.9579999999999999e-07,1.2070000000000001e+00
5.2400000000000000e+02,4.0139999999999998e-07,1.2070000000000001e+00
5.2800000000000000e+02,4.6430000000000000e-07,1.2070000000000001e+00
5.3200000000000000e+02,3.6329999999999998e-07,1.2070000000000001e+00
5.3600000000000000e+02,2.3570000000000000e-07,1.2070000000000001e+00
5.4000000000000000e+02,1.8769999999999999e-07,1.2070000000000001e+00
5.4400000000000000e+02,1.9130000000000000e-07,1.2070000000000001e+00
5.4800000000000000e+02,2.6570000000000000e-07,1.2070000000000001e+00
5.5200000000000000e+02,4.0200000000000003e-07,1.2070000000000001e+00
5.5600000000000000e+02,4.1419999999999999e-07,1.2070000000000001e+00
5.6000000000000000e+02,2.4760000000000002e-07,1.2070000000000001e+00
5.6400000000000000e+02,2.2130000000000000e-07,1.2070000000000001e+00
5.6800000000000000e+02,2.2900000000000000e-07,1.2070000000000001e+00
5.7200000000000000e+02,5.9260000000000005e-07,1.2070000000000001e+00
5.7600000000000000e+02,1.1410000000000000e-06,1.2070000000000001e+00
5.8000000000000000e+02,1.0510000000000000e-06,1.2070000000000001e+00
5.8400000000000000e+02,1.9939999999999999e-06,1.2070000000000001e+00
5.8800000000000000e+02,3.3930000000000000e-06,1.2070000000000001e+00
5.9200000000000000e+02,5.5269999999999998e-06,1.2070000000000001e+00
5.9600000000000000e+02,9.1260000000000004e-06,1.2070000000000001e+00
6.0000000000000000e+02,1.3480000000000000e-05,1.2070000000000001e+00
6.0400000000000000e+02,2.2160000000000001e-05,1.2070000000000001e+00
6.0800000000000000e+02,3.2650000000000001e-05,1.2070000000000001e+00
6.1200000000000000e+02,4.9709999999999997e-05,1.2070000000000001e+00
6.1600000000000000e+02,7.3609999999999995e-05,1.2070000000000001e+00
6.2000000000000000e+02,1.0970000000000000e-04,1.2070000000000001e+00
6.2400000000000000e+02,1.6050000000000000e-04,1.2070000000000001e+00
6.2800000000000000e+02,2.1750000000000000e-04,1.2070000000000001e+00
6.3200000000000000e+02,2.5920000000000001e-04,1.2070000000000001e+00
6.3600000000000000e+02,2.4909999999999998e-04,1.2070000000000001e+00
6.4000000000000000e+02,1.6799999999999999e-04,1.2070000000000001e+00
6.4400000000000000e+02,9.4220000000000003e-05,1.2070000000000001e+00
6.4800000000000000e+02,4.8579999999999999e-05,1.2070000000000001e+00
6.5200000000000000e+02,2.4490000000000001e-05,1.2070000000000001e+00
6.5600000000000000e+02,1.2900000000000000e-05,1.2070000000000001e+00
6.6000000000000000e+02,6.9179999999999997e-06,1.2070000000000001e+00
6.6400000000000000e+02,3.4300000000000002e-06,1.2070000000000001e+00
6.6800000000000000e+02,2.3599999999999999e-06,1.2070000000000001e+00
6.7200000000000000e+02,1.1300000000000000e-06,1.2070000000000001e+00
6.7600000000000000e+02,8.6359999999999998e-07,1.2070000000000001e+00
6.8000000000000000e+02,5.1900000000000003e-07,1.2070000000000001e+00
6.8400000000000000e+02,8.9920000000000001e-07,1.2070000000000001e+00
6.8800000000000000e+02,1.1190000000000000e-06,1.2070000000000001e+00
6.9200000000000000e+02,1.0130000000000001e-06,1.2070000000000001e+00
6.9600000000000000e+02,6.1080000000000004e-07,1.2070000000000001e+00
7.0000000000000000e+02,6.3929999999999996e-07,1.2070000000000001e+00
7.0400000000000000e+02,6.7179999999999997e-07,1.2070000000000001e+00
7.0800000000000000e+02,7.0900000000000001e-07,1.2070000000000001e+00
7.1200000000000000e+02,7.4730000000000003e-07,1.2070000000000001e+00
